Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Daylight Saving Time Status [](Daily),Environment:Site Day Type Index [](Daily),ZONE ONE:Zone Total Internal Latent Gain Energy [J](Hourly),TEST 352A:Other Equipment Total Heating Energy [J](Monthly),ZONE ONE:Zone Other Equipment Total Heating Energy [J](Monthly),TEST 352 MINUS:Other Equipment Total Heating Energy [J](Monthly),ZN001:WALL001:Surface Inside Face Temperature [C](Daily),ZN001:WALL001:Surface Outside Face Temperature [C](Daily),ZN001:WALL001:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL001:Surface Outside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL002:Surface Inside Face Temperature [C](Daily),ZN001:WALL002:Surface Outside Face Temperature [C](Daily),ZN001:WALL002:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL002:Surface Outside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL003:Surface Inside Face Temperature [C](Daily),ZN001:WALL003:Surface Outside Face Temperature [C](Daily),ZN001:WALL003:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL003:Surface Outside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL004:Surface Inside Face Temperature [C](Daily),ZN001:WALL004:Surface Outside Face Temperature [C](Daily),ZN001:WALL004:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL004:Surface Outside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:FLR001:Surface Inside Face Temperature [C](Daily),ZN001:FLR001:Surface Outside Face Temperature [C](Daily),ZN001:FLR001:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:ROOF001:Surface Inside Face Temperature [C](Daily),ZN001:ROOF001:Surface Outside Face Temperature [C](Daily),ZN001:ROOF001:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:ROOF001:Surface Outside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZONE ONE:Zone Mean Radiant Temperature [C](Hourly),ZONE ONE:Zone Mean Air Temperature [C](Hourly),ZONE ONE:Zone Air Heat Balance Surface Convection Rate [W](Hourly),ZONE ONE:Zone Air Heat Balance Air Energy Storage Rate [W](Hourly) 
 09/09  08:00:00,16.0625,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20.389163670145878,20.197285741437644,190.54285691672914,185.61231777250448 
 09/09  09:00:00,17.7,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20.890734068138735,20.732660248331329,190.006525090746,190.43908715021105 
 09/09  10:00:00,19.3625,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21.41925760685813,21.266621120346536,191.91388638914476,192.05540290546467 
 09/09  11:00:00,20.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21.757541476522488,21.70515233359151,105.69453562900765,121.30860251932156 
 09/09  12:00:00,20.375,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21.83077922701019,21.866869906309508,19.437291380620537,26.895826853827996 
 09/09  13:00:00,20.6,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21.9553977680078,21.934838338070507,46.790267707099847,38.484148871741258 
 09/09  14:00:00,20.9125,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,22.108354285277686,22.093798784380476,49.853778859040748,55.46284877994863 
 09/09  15:00:00,21.1,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,22.15152013210685,22.176356529492325,17.805665279636608,17.833893673760085 
 09/09  16:00:00,20.7875,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,22.23809670933685,22.26449625278272,36.71440417350294,37.597345737048367 
 09/09  17:00:00,19.85,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,22.087254977114,22.257436877425268,-51.828118256470009,-38.08915159985119 
 09/09  18:00:00,18.712500000000003,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21.77998426076287,21.996677729734466,-124.04711961121804,-118.29282573078578 
 09/09  19:00:00,17.6125,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21.400447045164776,21.59634540403324,-146.1050212695966,-149.21093084344126 
 09/09  20:00:00,16.8875,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21.183946990221103,21.292087772708436,-70.48995967387893,-78.3280729542778 
 09/09  21:00:00,16.325,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21.018952819857895,21.12088144838643,-59.465410403261007,-58.681626520813079 
 09/09  22:00:00,15.4125,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20.829838407224423,20.94366809741245,-68.41619034385701,-66.98908345395894 
 09/09  23:00:00,15.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20.655786272591685,20.76007876052219,-59.0282376965464,-61.31100270763862 
 09/09  24:00:00,14.624999999999999,0.0,2.,0.0,,,,21.068316013115198,22.78007062742987,1.0374779424364276,13.100790668213938,21.08118605659631,23.07981704496298,1.0010921847071819,12.767067443011513,20.773986999858868,17.790376850165744,0.7752564780216563,17.55252103222818,20.94637757142756,20.642291855141079,0.8978989764943742,17.38715563457586,20.930843444670285,20.928813977047964,0.8739312662696298,20.998036154995665,22.013297102863928,0.7291039261936324,19.949098757160369,20.487856606784399,20.596455402845103,-60.82692066152722,-59.71934691912301 
 09/10  01:00:00,14.4,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20.32828226962352,20.430950306148938,-55.35151244726849,-56.69027401900466 
 09/10  02:00:00,14.0875,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20.14198040918111,20.262407185832989,-69.90739825058282,-66.6374601706213 
 09/10  03:00:00,13.9,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,19.980783984368743,20.080873527587984,-52.30750620372238,-56.87438127749806 
 09/10  04:00:00,13.9,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,19.84145854767755,19.942527001851638,-51.54060154246677,-50.17531156299778 
 09/10  05:00:00,13.9,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,19.7317644988562,19.81435166940608,-36.97987372576746,-39.78446246650111 
 09/10  06:00:00,13.9,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,19.64394350293616,19.712877344940727,-28.83070401750356,-33.73147986806893 
 09/10  07:00:00,14.2125,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,19.82022668337158,19.75141875674781,62.693207833934227,50.57134381012571 
 09/10  08:00:00,15.15,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20.309805270885076,20.089440661541717,179.11866040607345,165.36569244881484 
 09/10  09:00:00,16.287499999999999,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20.855857418077066,20.66179506339064,210.14794480284813,212.9758819040864 
 09/10  10:00:00,17.3875,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21.24043103301254,21.15368022769413,137.0460371766233,147.01552964102397 
 09/10  11:00:00,18.4875,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4959710150611,21.454646716405596,78.68254692956603,85.64596874428548 
 09/10  12:00:00,19.2125,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21.53190696477195,21.57275525806966,4.848562318680536,14.071732698692383 
 09/10  13:00:00,19.775,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21.768635089854759,21.674542368621848,93.51403344478124,74.75946289857505 
 09/10  14:00:00,20.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21.983947360460314,21.94577979455684,73.4868085396018,84.09926305512063 
 09/10  15:00:00,19.625,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,22.010707790613155,22.066079864288935,14.230472168066122,20.801964450762005 
 09/10  16:00:00,19.0875,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21.890687758135475,22.029629740813414,-40.357323758789217,-33.39911796797669 
 09/10  17:00:00,18.525000000000003,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21.77251336353288,21.903261957882827,-39.71954072529962,-42.57976123358788 
 09/10  18:00:00,17.3,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21.485165012860248,21.69619535197944,-126.50675640845329,-110.24744907177879 
 09/10  19:00:00,16.0125,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21.047490646618955,21.249890414275705,-160.73293595290859,-167.3505744411909 
 09/10  20:00:00,15.6,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20.82471069121449,20.933866593370039,-68.69069268981966,-77.18318314601494 
 09/10  21:00:00,15.225,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20.657386193031486,20.764806308898654,-61.37232725874999,-59.76413100243548 
 09/10  22:00:00,15.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20.513214393041844,20.606253789141069,-48.48351325973236,-51.133714567334269 
 09/10  23:00:00,15.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20.41189176905007,20.490316056757437,-35.437553947312149,-36.71546957607325 
 09/10  24:00:00,15.0,0.0,3.,0.0,,,,20.87476523110695,21.756481572728736,1.0271943966533459,14.900596518012847,20.85409972636628,21.482214747579336,0.9920092659801494,13.668612371343157,20.58442986452939,16.901769755015477,0.7897992941619952,19.189039027032196,20.759639699705614,19.76488625554465,0.870891430915978,19.022341095158937,20.85568992208739,20.85833183015826,0.8905722012499945,20.836994529953107,21.048971349202387,0.737161906993664,21.82315145076724,20.320474397910915,20.395409585940564,-33.507717554395728,-33.48807143549385 
 09/11  01:00:00,15.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20.22069300859057,20.298397487912085,-36.807550062741999,-36.102678633948247 
 09/11  02:00:00,15.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20.115780594756378,20.193231173387809,-37.5276290760647,-37.691876935682419 
 09/11  03:00:00,15.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20.013291276470676,20.089357082243553,-36.7315661083241,-36.82850378653497 
 09/11  04:00:00,15.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,19.9092758278376,19.98584560022338,-37.41840535889822,-37.3036613276652 
 09/11  05:00:00,14.624999999999999,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,19.772003174506449,19.865642449575966,-51.22902021531751,-48.69634485540454 
 09/11  06:00:00,14.4,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,19.653400804697339,19.724446738284713,-35.75467686884865,-43.576553082439037 
 09/11  07:00:00,14.775,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,19.81656327243443,19.749011051907478,57.076113772301557,45.47602274179181 
 09/11  08:00:00,15.687500000000002,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20.23852600020131,20.048655374541135,150.2799306332056,141.9476922430198 
 09/11  09:00:00,16.474999999999999,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20.59485716578473,20.47111606545861,138.78882991206076,143.74819753835014 
 09/11  10:00:00,17.3875,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20.934670048386516,20.82447918279722,123.84140538944217,121.69406637199933 
 09/11  11:00:00,17.8,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21.27067934136348,21.185967099467964,116.2357436513168,124.05396566981274 
 09/11  12:00:00,18.1125,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21.34826695619496,21.37998501226921,25.579865093517335,34.67924294928951 
 09/11  13:00:00,18.675,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21.496272699352735,21.461994281729547,53.537305096761659,44.09375232749683 
 09/11  14:00:00,18.9,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21.712481825673199,21.65978841629387,76.46575770645493,77.06914566325998 
 09/11  15:00:00,18.9,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21.78225827344175,21.824063137884538,24.74079976585985,36.2362296059148 
 09/11  16:00:00,18.212500000000003,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21.573177047985135,21.74832795580834,-69.26385401955777,-62.05524142683584 
 09/11  17:00:00,17.425,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21.413806033593269,21.56217256178666,-62.113202859156029,-61.34194982831552 
 09/11  18:00:00,16.5125,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21.097239926754115,21.292052639637196,-132.05521020190526,-123.95331485842988 
 09/11  19:00:00,15.4125,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20.733943708695017,20.903717747947306,-128.67583117829504,-134.40447538510183 
 09/11  20:00:00,15.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20.533345113418308,20.637545634334815,-63.16871796418447,-69.72313711787142 
 09/11  21:00:00,14.624999999999999,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20.376184264996984,20.479136031754185,-57.519098255687278,-56.14047156320797 
 09/11  22:00:00,14.4,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20.22936151853428,20.324547714583678,-50.505973118772207,-52.12513419717153 
 09/11  23:00:00,14.4,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20.113147390648984,20.19731764166702,-40.55286109115387,-41.76254338196335 
 09/11  24:00:00,14.775,0.0,4.,0.0,,,,20.688447635893028,21.686653880536473,0.9952490349951427,17.854798230274189,20.63874439631326,20.864092482491093,0.9477626976079218,15.43430577027536,20.405270545217847,16.95826172743632,0.77599575359321,22.703527954425245,20.554715998908848,19.379338716528087,0.8436203538059369,22.55417345040158,20.66903381580522,20.672047257054698,0.8569856824553938,20.641748809232383,20.789559456197059,0.7097979690381532,25.84256101753701,20.027796210213077,20.098250569842443,-29.721566805252914,-31.269736007994639 
 09/12  01:00:00,15.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,19.951022297609499,20.01932365071746,-28.886332274587759,-28.320296504796454 
 09/12  02:00:00,15.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,19.840365334073974,19.9236327033544,-41.95529148415096,-39.567816980444 
 09/12  03:00:00,14.624999999999999,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,19.693432813544005,19.788555356750533,-52.732508379673138,-52.02636347328038 
 09/12  04:00:00,14.4,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,19.57214690659421,19.65307863680876,-40.632600590773467,-43.16631784262076 
 09/12  05:00:00,14.4,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,19.46908324946381,19.547629266690735,-37.702692642223698,-37.195336087993698 
 09/12  06:00:00,14.4,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,19.355360648500317,19.43307411365425,-39.09073696822524,-41.51871854797374 
 09/12  07:00:00,14.775,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,19.458513028592468,19.41384276699928,37.084333846316869,24.41815567663994 
 09/12  08:00:00,15.375000000000002,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,19.841861181326757,19.636335735818677,111.01342260796018,105.87162337520909 
 09/12  09:00:00,16.287499999999999,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20.378687955059584,20.063914848613025,236.0287230476638,205.12702346402697 
 09/12  10:00:00,18.074999999999997,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21.387076736673984,20.910480118607354,491.36117582944589,426.7948143981518 
 09/12  11:00:00,19.2125,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21.91024540304167,21.787731352299497,192.78242645319518,240.34419202621207 
 09/12  12:00:00,19.775,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,22.159963107401418,22.128484310290945,79.69956278785327,83.80801762630932 
 09/12  13:00:00,20.375,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,22.26768751757146,22.28092411791405,37.73994504712864,40.189206424363479 
 09/12  14:00:00,21.599999999999999,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,22.56082764105704,22.47981371333747,115.27181550085739,102.48227896502499 
 09/12  15:00:00,22.2,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,22.762908214548394,22.77289535389804,65.12422401501398,79.52994449058814 
 09/12  16:00:00,21.512499999999997,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,22.777361023261969,22.872698386408737,12.803940297046495,17.150193322166474 
 09/12  17:00:00,19.35,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,22.46521265727721,22.747177026881066,-122.58401496814479,-99.33774536021076 
 09/12  18:00:00,17.6125,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,22.010969622241917,22.28127056937226,-180.729180752573,-182.0857106105413 
 09/12  19:00:00,16.2,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21.510226718370089,21.73987696582533,-187.20099647743107,-192.7566407553038 
 09/12  20:00:00,15.6,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21.240850515162827,21.366324194337279,-82.58827242146816,-92.52838464432364 
 09/12  21:00:00,14.85,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21.02551135146537,21.155382335143398,-79.35121816924586,-76.54419465306587 
 09/12  22:00:00,14.0875,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20.801129926890938,20.93046944537966,-77.90712557667729,-79.07924367478394 
 09/12  23:00:00,13.9,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20.60060557338241,20.723324310732936,-69.54085848227753,-70.64395146245042 
 09/12  24:00:00,13.9,0.0,5.,0.0,,,,21.14991898326799,24.20444851640404,1.084662549893143,9.849771239400564,20.99205006270856,21.43600779560745,0.9919787457172756,9.581390121652677,20.80187915368784,18.104331965446606,0.8790283403080345,10.995683528907764,21.03000191248171,21.9754873569086,0.9896862277625228,10.92462645102316,20.881269933382144,20.875246790276955,0.9208231888039279,21.052042876586058,24.152140858985736,0.7766843294549503,12.777127992422189,20.399959403978934,20.5273249171227,-72.56452289044664,-71.55327083746895 
 09/13  01:00:00,13.9,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20.145939188080797,20.297411836871146,-94.98224242766135,-91.36747114000282 
 09/13  02:00:00,13.525000000000003,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,19.94560513089136,20.063131588393785,-61.4316242196513,-68.63947061451876 
 09/13  03:00:00,12.9875,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,19.78287300761268,19.901956121252593,-61.68439039033312,-59.53555731048719 
 09/13  04:00:00,12.8,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,19.585903229409547,19.71501650932857,-72.56769136738947,-71.16943720271562 
 09/13  05:00:00,12.425,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,19.30372172650558,19.469993044147736,-108.32659420069418,-102.40735622908605 
 09/13  06:00:00,12.8875,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,19.15923897078992,19.23017364696605,-22.741684673772065,-49.39346640670993 
 09/13  07:00:00,13.9875,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,19.486522544882985,19.38386708490514,99.0641747622305,98.3357462863363 
 09/13  08:00:00,15.4625,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,19.867429580598434,19.68169798800754,108.27384065939167,109.37042110419371 
 09/13  09:00:00,17.475,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20.099031469952906,19.93774136426611,91.014071236259,86.32483191267395 
 09/13  10:00:00,18.3,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20.686466116422204,20.33554498283359,268.3383995350237,219.38572372617115 
 09/13  11:00:00,18.675,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21.696621150297739,21.15886904767492,547.9750083757029,459.8249757072669 
 09/13  12:00:00,19.2125,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21.947574326965336,21.8413176710274,159.1248409303704,192.1025047963039 
 09/13  13:00:00,20.8375,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,22.45560973400765,22.256816951858505,214.23503783253978,182.98562287133749 
 09/13  14:00:00,21.324999999999997,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,22.54262114969304,22.649809183251976,-10.268578846689069,40.64050979773964 
 09/13  15:00:00,20.7875,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,22.54161435616907,22.58941149542537,18.004553458568684,-0.2574043351107562 
 09/13  16:00:00,19.85,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,22.44307872671807,22.60129416422742,-35.19429714410308,-20.450911248203185 
 09/13  17:00:00,18.400000000000003,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,22.104518675186037,22.364732454234884,-130.34200509818539,-119.46945107987985 
 09/13  18:00:00,16.425,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21.620940979935687,21.891535515201328,-197.7110658006537,-192.59485408733685 
 09/13  19:00:00,14.5375,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21.154932200588776,21.356394374873497,-163.3047723406847,-174.27587895585234 
 09/13  20:00:00,13.525000000000003,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20.888580312416836,21.01974806834698,-84.60439006282764,-91.12320329141123 
 09/13  21:00:00,13.3,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20.69019097380417,20.81217389983912,-70.40788851802927,-70.41805422621853 
 09/13  22:00:00,13.3,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20.503995945277845,20.621474081765919,-65.1973077670055,-66.20458775151514 
 09/13  23:00:00,13.3,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20.323352428942419,20.441623090605817,-65.13012168935225,-64.72846276691023 
 09/13  24:00:00,12.9875,0.0,6.,0.0,,,,20.869245614794399,22.21484163501216,1.102644683301398,8.156884090525681,20.719300319886466,19.503002962986768,1.0250623223768692,8.174922449321239,20.576343875314416,17.074066697790536,0.9420306247906988,9.570665986369458,20.770647147033296,20.339725869939057,1.0331163806508846,9.46116496921154,20.836397337203214,20.839455675575903,0.9745876642994132,20.826420244273689,21.461335628227066,0.8232318948334618,10.983990283741756,20.099728089241958,20.23908892423909,-84.21094402257613,-80.54821641272533 
 09/14  01:00:00,12.8,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,19.91095143484894,20.024364919240939,-60.20848937783804,-66.1604705936733 
 09/14  02:00:00,12.8,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,19.768987817017896,19.875122600701077,-52.0116692526192,-51.56561902183837 
 09/14  03:00:00,12.425,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,19.598991117590474,19.716968576381267,-64.28393394782984,-61.99314053366134 
 09/14  04:00:00,12.2,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,19.400707134617844,19.526739997314367,-72.2321575879487,-71.23879924210758 
 09/14  05:00:00,12.2,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,19.204897909559507,19.326670524469628,-67.99637386130238,-69.74623429495482 
 09/14  06:00:00,12.575,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,19.135425629620494,19.19404301796694,-14.17311967821038,-26.072957867355727 
 09/14  07:00:00,13.1125,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,19.33985165613237,19.25554204519945,71.42712890722972,56.81403645714752 
 09/14  08:00:00,13.9875,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20.05309934525714,19.69829843428348,242.0954281780386,223.32094779712873 
 09/14  09:00:00,15.837500000000003,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20.81769164365366,20.50585825299969,319.41036348447417,316.4215434387601 
 09/14  10:00:00,17.3875,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21.49604262811195,21.321636277708824,241.310754535716,258.15302290026838 
 09/14  11:00:00,18.4875,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21.9842167060334,21.871241420810834,167.34833921887594,171.20905607346027 
 09/14  12:00:00,19.9625,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,22.146860541141625,22.172199942235559,38.13541888501342,56.646434638726137 
 09/14  13:00:00,21.287499999999999,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,22.37803644559901,22.30904036193077,95.45106604742365,78.00814457623892 
 09/14  14:00:00,21.324999999999997,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,22.490785766673527,22.534207364691377,27.967755502880484,47.60401006528326 
 09/14  15:00:00,21.1,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,22.562108946450296,22.58764479802678,34.44385253446175,26.267361494334574 
 09/14  16:00:00,19.725,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,22.45827827624094,22.619874395124186,-38.156353744000217,-20.645583786563564 
 09/14  17:00:00,19.2125,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,22.27512916040077,22.451710605070465,-61.97450730595476,-64.96931956423345 
 09/14  18:00:00,17.3375,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21.840729050232374,22.12751062316988,-186.43415331321425,-166.5972779928616 
 09/14  19:00:00,15.0375,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21.329968406702123,21.55100949867228,-186.39872298868239,-198.24651972213926 
 09/14  20:00:00,13.712500000000003,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21.018842952252347,21.166219982671046,-101.18985293737129,-106.75312134587546 
 09/14  21:00:00,12.9875,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20.77446912999446,20.912158919343257,-85.51354191591364,-86.2305475361245 
 09/14  22:00:00,12.8,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20.564363129199358,20.690301677127655,-71.92816196350963,-74.10472690753798 
 09/14  23:00:00,12.425,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20.346015061084349,20.48327464939903,-80.90642046376809,-78.43866780333363 
 09/14  24:00:00,12.575,0.0,7.,0.0,,,,21.00152989172094,23.12095763448032,1.1242440962849385,9.075474928361919,20.8883778957207,21.212069486475398,1.055835914669838,9.24616553273395,20.64155668048083,16.871536582903123,0.8990716042349267,11.17655590474711,20.83930085766097,20.173997635225424,1.0024470582021619,10.99133162650672,20.860862979910448,20.86003183292147,0.98081455188797,20.933276087744024,22.796571056205126,0.8144964263531657,12.782738169792538,20.143815101556347,20.267846358233596,-68.22853153765641,-71.37904585043957 
 09/15  01:00:00,12.425,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,19.947262302773369,20.077275075795045,-72.73896018804716,-70.90448080840194 
 09/15  02:00:00,12.575,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,19.748941838626608,19.875673559362935,-69.96351908559022,-70.83717788406809 
 09/15  03:00:00,12.8,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,19.57174763976721,19.690015423497284,-61.959338496130929,-63.39974044042802 
 09/15  04:00:00,12.425,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,19.402714205584748,19.520714938346445,-62.05950632725077,-61.273060108627777 
 09/15  05:00:00,12.2,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,19.195500081493976,19.329565292760984,-77.69712960397853,-74.95693731406158 
 09/15  06:00:00,12.575,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,18.99866570937953,19.101911385763367,-55.24083583922081,-72.10280752120446 
